_id,channelId,description.eng,description.original,dislikeCount,duration,encounter.dates,encounter.locationIDs,fileDetails,likeCount,newLocation,publishedAt,recordingDetails.date,recordingDetails.location,regionRestriction,relevant,tags.eng,tags.original,title.eng,title.original,uploadedAt,url,user_country,videoID,viewCount,wild
3E2nVMpY-2c,,null,"Fishing boat off of Langara Island, B.C. Canada, almost gets hit by humpback whale.

To use this video in a commercial player or in broadcasts, please email licensing@storyful.com",1,null,[],[],null,30,0,2016-09-07T22:11:42.000Z,null,null,null,true,[],"[""Whale"",""fishing"",""fishing boat"",""whale hits"",""whale attacks"",""whale attacks fisherman"",""queen charlotte islands"",""masset"",""queen charlotte islands fishing"",""whale eating"",""whale jumping"",""whale jumoing out of water"",""humpback"",""humpback whale"",""huge whale"",""monster whale"",""huge humpback"",""humpback attacks"",""langara"",""eats"",""beautiful bc"",""bc"",""justin beiber"",""gym"",""hockey"",""salmon fishing"",""langara lodge"",""langara fishing"",""halibit fishing"",""huge fish"",""world record"",""biggest"",""breaches"",""breach"",""breaching"",""shamu"",""hits""]",null,Humpback Whale Almost Hits Fishing Boat,null,https://youtu.be/3E2nVMpY-2c,,3E2nVMpY-2c,626972,true
UEnR7UWYzo0,,null,"Shot on one of the offshore shoals in Ha'apai, Kingdom of Tonga, we shot this aerial sequence showing an epic battle between two large male humpback whales fighting to escort a female and her newborn calf. Shot on DJI Phantom 3 Professional on 4k 25fps.",0,null,[],[],null,36,0,2016-09-26T06:43:09.000Z,null,null,null,true,[],"[""aerial"",""drone"",""humpback"",""whales"",""humpback whales"",""heat run"",""fighting"",""escort"",""mum and calf"",""epic"",""ocean"",""battle""]",null,Humpback Whale Fighting Sequence,null,https://youtu.be/UEnR7UWYzo0,,UEnR7UWYzo0,5013,true
Glt-W_5vw54,,null,"Large Group of Humpback Whales Feeding in the Pristine Waters of Alaska. Aerial Drone Footage from Seagulls Point of View. 

Support AkxPro:
https://www.youtube.com/user/AkxPro",1,null,[],[],null,17,0,2014-12-23T21:10:37.000Z,null,null,null,true,[],"[""Humpback Whale (Organism Classification)"",""Animal (Film Genre)"",""Whale (Animal)"",""drone"",""aerial"",""flight"",""whales"",""feeding"",""bubble feeding""]",null,Drone Overhead View of Humpback Whales Bubble Feeding,null,https://youtu.be/Glt-W_5vw54,,Glt-W_5vw54,4206,true
DF0jAnBWlnU,,null,"ID: 1610987

MANDATORY ONSCREEN CREDIT - Whale Watching Sydney

WHALE would you look at the time! These huge humpbacks were keen to get on the road to continue their migration – and gave a boatload of tourists a wave goodbye.
 
Snapper Jonas Liebschner captured the incredible moment the whales waved at tourists in Sydney harbour, Australia, as they began their migration north for the year this week.
 
Around 30,000 humpbacks are believed to head away from the Antarctic towards warmer waters at this time of year and German-born Jonas, who takes tourists out to spot the gigantic mammals on a whale-watching boat, was delighted at the reaction his guests got.
 
In his footage, a whale breaches high from the water before crashing back down while in another picture the boat full of tourists can be seen watching on in awe as one whale appears to give them a wave.

**Please contact licensing@catersnews.com for media / licensing / broadcast usage**

SUBMIT A VIDEO: https://www.catersnews.com/submit-content/

Connect with Caters:

Twitter: https://twitter.com/Caters_News
Facebook: https://www.facebook.com/CatersTV
Website: https://www.catersnews.com
Instagram: https://www.instagram.com/caters_news/

Company Information:

Caters Clips is owned and operated by Caters News Agency Ltd, an international multimedia content provider. We supply news, picture, video and feature stories to the world’s largest media publishers.

All videos aired on this channel have been licensed from their rightful owners.",0,null,[],[],null,8,0,2019-05-30T07:30:00.000Z,null,null,null,true,[],"[""storytrender"",""catersnewsagency"",""clips"",""viral"",""huge"",""massive"",""giant"",""mammal"",""animals"",""animal"",""wildlife"",""wild"",""nature"",""sea"",""water"",""ocean"",""creatur"",""humpack"",""whale"",""whales"",""tourists"",""boat"",""Sydney"",""Australia"",""migration"",""wave"",""waving""]",null,Humpback Whales Wave During Migration,null,https://youtu.be/DF0jAnBWlnU,,DF0jAnBWlnU,3458,true
-o6TYvvQKQs,,null,Humpback Whales breaching between St. Croix and Buck Island National Monument USVI. Filmed by MJS Visions Photos by Lindsay Kammerzelt. Big Beards Adventure Tours,0,null,[],[],null,17,0,2018-03-17T12:37:57.000Z,null,null,null,true,[],"[""Humpback Whales"",""Whales Breaching"",""Whale Migration"",""St. Croix"",""United States Virgin Islands"",""Caribbean"",""Caribbean Vacation"",""MJS Visions"",""Lindsay Kammerzelt"",""Big Beards Adventure Tours"",""www.mjsvisionsvi.com"",""www.bigbeards.com"",""www.lindsaykammerzelt.com""]",null,Humpback Whales breaching between St. Croix and Buck Island National Monument USVI,null,https://youtu.be/-o6TYvvQKQs,,-o6TYvvQKQs,1656,true
9cyWasMc5Bs,,null,"Amazing fottage of Humpback whales in the Russian Far East, on a trip to Wrangel Island in Julu 2018. Fins, tails, flukes, breaches, all in front of fabulous Arctic scenery",0,null,[],[],null,1,0,2018-08-07T20:04:05.000Z,null,null,null,true,[],"[""Humpback whale"",""Breach"",""Breaching"",""Fluke"",""Siberia"",""Russian Far East"",""Wrangel Island""]",null,Humpback whales in Siberia,null,https://youtu.be/9cyWasMc5Bs,,9cyWasMc5Bs,42,true
dk3zlT26NJ4,,null,"'Subscribe to StoryTrender: http://bit.ly/StoryTrenderSubscribe
Watch more: http://bit.ly/StoryTrenderPicks
Submit your video here: http://bit.ly/StoryTrender

-----------------------------------------------

ID: 1509742

This is the hair-raising moment a massive humpback whale stuns a woman when it hits a paddleboard with its tail.
 
As Maria Emmerich floated off the shore of Wailea, Hawaii, USA, she was greeted by a pod of the huge mammals.
 
Plunging her camera into the crystal-clear waters, the whales’ eyes stare up at the world-renowned nutritionist as they head to the surface.
 
Thanks to the breaching the board rocks, creating a ripple of waves and shaking Maria from side to side leaving her shocked.

**To use or license this video please contact Licensing@catersnews.com**

Company Information:

Caters Clips is owned and operated by Caters News Agency Ltd, an international multimedia content provider. We supply news, picture, video and feature stories to the world’s largest media publishers.

All videos aired on this channel have been licensed from their rightful owners. 

For media / licensing / broadcast usages, please contact Licensing@catersnews.com

www.catersnews.com

Connect with Caters:

Follow us on Twitter: https://twitter.com/Caters_News
Like our Facebook: https://www.facebook.com/CatersTV
Visit our website: https://www.catersnews.com",0,null,[],[],null,12,0,2018-05-25T07:00:05.000Z,null,null,null,true,[],"[""news"",""clips"",""video"",""viral"",""caters"",""humpback"",""whale"",""surprise"",""paddleboard"",""paddleboarder swim"",""swimming"",""nature"",""wild"",""wildlife"",""animal"",""creature"",""sea"",""ocean"",""water"",""hair-raising"",""massive"",""large"",""stunning"",""stuns"",""hit"",""hitting"",""tail"",""fish"",""float"",""floated"",""shore"",""coast"",""beach"",""wailea"",""hawaii"",""usa"",""america"",""united states"",""american"",""surf board"",""mammal"",""huge"",""stare"",""eyes"",""surface"",""rocks"",""ripple"",""shake"",""sides"",""shocked"",""shocking"",""surprises"",""paddle"",""boarder""]",null,Humpback Whale Surprises Paddle Boarder,null,https://youtu.be/dk3zlT26NJ4,,dk3zlT26NJ4,1175,true
uuzEChrQTJc,,null,Excursión a Samaná con Cultourall :),1,null,[],[],null,13,0,2016-02-01T18:37:34.000Z,null,null,null,true,[],"[""Ballenas Samaná""]",null,Humpback Whales at Samaná 2016,null,https://youtu.be/uuzEChrQTJc,,uuzEChrQTJc,3150,true
-wmaI3vI2bY,,null,"CAUTION:  GRAPHIC IMAGES. RESEARCH EDUCATIONAL VIDEO: Whale research. On January 31, 2016 a juvenile female Humpback Whale washed ashore in Seaside, OR. RARE UNSEEN FOOTAGE of experts performing an autopsy and a simple dissection of a humpback whale on 2/2/16 at the Oregon coast(Seaside, OR). Part 2: The whales EYE is removed and pancreas is identified.. It was determined that the whale was a juvenile female approximately 1 year old and 24 ft. long. No obvious cause of death has yet been determined. Humpback whale research. Beached whale dissection. Marine biology education and research. (part 2 of 2)
music by Paul Graves ""falling snowflakes"" see link https://www.youtube.com/watch?v=EM24wUdmChk
filmed by Rico Savage Feb. 2016
full autopsy available @
Pacific Northwest Extreme Videos on YouTube!",9,null,[],[],null,23,,2016-02-04T07:07:17.000Z,null,null,null,false,[],"[""whale"",""whale dissection"",""humpback whale"",""humpback whale dissection"",""humpback whale autopsy"",""beached whale"",""beached humpback whale"",""marine biology"",""marine mammal research"",""marine mammal dissection"",""disect"",""hump back whale"",""seaside"",""oregon"",""pacific northwest extreme videos"",""mammal"",""whale autopsy"",""oregon whale beachings"",""research"",""found on the beach"",""dissection of a whale"",""educational"",""eye"",""eye removal"",""eyeball removal"",""eye ball"",""removal"",""dissection"",""eyeball"",""gross"",""gory"",""goth"",""blood""]",null,Pacific Northwest Extreme Videos: Humpback Whale Dissection part 2 - EYE REMOVAL,null,https://youtu.be/-wmaI3vI2bY,,-wmaI3vI2bY,6600,0
GA9N30rqXDc,UC5LruXgf4aYGw2d78-tvqpw,null,"https://www.chriswhalewatching.com/
We offer full service guided Family Friendly Fishing & Whale Watching tours year around in the third largest deep submarine canyon in the world. Our skippers are known for their ability to find Gray whales, Killer whales, dolphins, turtles, porpoises and more!
http://www.chriswhalewatching.com
http://www.chrissfishing.com
http://www.facebook.com/chrisfishinga...
http://twitter.com/ChrisFandWW
http://pinterest.com/chrisfandww
http://instagram.com/chrisfishingandwhalewatching",1,null,[],[],null,11,0,2019-07-22T21:15:20.000Z,null,null,null,true,[],"[""Monterey"",""Go WHales"",""Whale Watching Monterey"",""Marine Life"",""Humpback WHales""]",null,7.22.19 Humpback Whales,null,https://youtu.be/GA9N30rqXDc,0,GA9N30rqXDc,440,true
XmuwlXaSY8w,UCW3T8dQVEynwj6-_DArcM7w,null,"Humpback whales are one of the most massive and beautiful creatures on earth. They come to Tonga in July through October to mate and to have their babies in a safe environment where there are no predators. The conditions are ideal and the mothers feed their calves massive amounts fo milk so they will grow rapidly. They will need their size and strength for the long journey to northern waters where they feed. Bulls, or male humpbacks, also come to Tonga and they will follow females and calves for weeks, providing an escort and added safety for the pair. But they are also waiting and hoping for a chance to mate with the females. Their protectiveness is only partially out of desire to keep her and the calf safe. It is also motivated by a desire for an opportunity to reproduce. When a female humpback is ready to mate, males will follow and even chase her, competing with each other for the rights. These pursuits often involve six or seven males swimming at full speed, acting very aggressively as they thrash and bump each other. Occasionally, they inflict serious injury on each other in the process. They are 60 ton animals and their hormones are raging. They have little restraint and a lot of drive as they struggle ferociously to impress the female. These behaviors are thrilling and fascinating to watch from a boat. These swimmers are enjoying a snorkel in the shallow waters near an island in the Tongan waters. They have been watching the whales from the boat and looking for a chance to actually swim with a whale. Now, during a break for lunch, they are looking at coral and fish along the reef. It is the last place you would expect to see a humpback whale. But the whales came crashing through like a herd of wild elephants. The female led the pack and nearly struck two of the swimmers. They saw her coming in time to swim backwards and out of the way. The laws here, as well as common sense, require that people avoid getting closer that 5m or 15 feet to the whales. Ethical guides such as the one on this tour will strictly enforce these rules and make sure that guests understand. But it is impossible to control the behavior of the whales and it is possible that they will not respect the same distance. The swimmer filming this incredible event looked to his left to see a 55 foot humpback bearing down on him in water that was barely deep enough for the whale to squeeze through. He was floating at the surface, about 15 feet off the coral and there was nothing to do but tuck in his arms and legs. The whale seemed to realize he was about to collide with a helpless person and he slowed abruptly, twisting and almost scraping the coral with his belly. The bull swam directly under him and missed by inches. This gentle giant actually made very slow and careful strokes with his tail until he was clear of the swimmer. He then accelerated with much bigger tail strokes and rapidly took off after the pack. A total of seven whales barged past these surprised swimmers. These incredible creatures have much greater intelligence and compassion than we have ever given them credit for. Sadly, some countries are still hunting and killing these magnificent animals. The Tongan people can teach us a lot about respecting the whales and the environment. The humpbacks also provide the Tongans with much needed revenue through tourism as people travel here to experience their beauty in their natural world. To lose these whales would be beyond tragic.

Source & embed code: https://rumble.com/v7zuvn-gentle-humpback-whale-on-heat-run-shows-remarkable-compassion-for-swimmer-i.html.

For licensing, please email licensing@rumble.com.",6,null,[],[],null,100,0,2019-07-31T15:02:38.000Z,null,null,null,true,[],"[""viral videos"",""cool videos"",""amazing videos"",""amazing animals"",""wild wildlife"",""ocean life"",""unreal animals"",""humpback whale""]",null,Humpback whale shows remarkable compassion for swimmer in his way,null,https://youtu.be/XmuwlXaSY8w,US,XmuwlXaSY8w,9278,true
1NfKW9qhAus,,null,"A Humpback Whale gets up close and personal with passengers aboard the San Juan Clipper on July 16, 2016. Eight to ten Humpback whales surrounded our vessel between San Juan Island and Vancouver Island, touching both the bow and the stern.",0,null,[],[],null,4,0,2016-07-18T21:31:53.000Z,null,null,null,true,[],"[""Whale Watching"",""Salish Sea"",""Humpback Whales"",""San Juan Islands"",""San Juan Whale Watching"",""Humpbacks"",""Whale Watching Seattle"",""Seattle""]",null,Humpback Whale Watching Near Seattle on the San Juan Clipper,null,https://youtu.be/1NfKW9qhAus,,1NfKW9qhAus,1353,true
HvZ9Ilmylto,,null,"A pair of humpback whales does a rare tandem breach. 

Video by Sarah Culler aboard the National Geographic Venture in Baja California Sur, Mexico. 

Learn more about our Baja California expeditions and special offers: http://bit.ly/LEXBaja
 
Subscribe to our channel:  http://bit.ly/LEX_YouTube
 
Join the conversation:
Facebook: http://bit.ly/LEX_FB
Instagram: http://bit.ly/LEX_Instagram
Twitter: http://bit.ly/LEX_Twitter
Blog: http://bit.ly/LEX_Blog",0,null,[],[],null,0,0,2019-03-12T18:08:17.000Z,null,null,null,true,[],"[""lindblad expeditions"",""expeditions"",""national geographic expeditions"",""cruise"",""travel"",""adventure travel"",""Baja"",""Baja California"",""Baja Cruise"",""Baja whales"",""Baja Islands"",""Baja California Sur"",""Baja cruise"",""Mexico cruise"",""Baja expedition"",""National Geographic Society (Organization)"",""Travel"",""Tourism"",""Eco Tourism"",""Nature"",""Adventure"",""Adventure Cruise"",""Lindblad"",""Lindblad Cruise"",""National Geographic"",""National Geographic Cruise"",""National Geographic Society"",""National Geographic ships""]",null,Double-Breaching Humpback Whales | Baja California | Lindblad Expeditions-National Geographic,null,https://youtu.be/HvZ9Ilmylto,,HvZ9Ilmylto,128,true
pCrG0uk4AXc,,null,"A kayaker experienced the thrill of a lifetime during a close encounter with several humpback whales in the waters off Northern Norway. STORY: https://abc7ne.ws/2zzYihx

Welcome to the official YouTube channel for ABC7 Bay Area! We report on stories where you live -- San Francisco, Oakland, San Jose, Santa Rosa -- and everywhere in between. Sometimes serious. Sometimes funny. Always true.
 
Browse our playlists to find stories that matter to you. Don't forget to leave a comment, a thumbs-up, and please subscribe!

MORE ABC7 NEWS

------------------------------------------------------------------------

DOWNLOAD: The ABC7 News app is the best way to stay up to date on Bay Area breaking news, weather, events, traffic, politics, crime, life and more. You can customize your push notifications so you get just the alerts you want. Download it for free and check out the rest of our apps here: http://abc7news.com/apps/
 
Website: http://abc7news.com/
-- Get all our special reports, weather, and traffic stories in one place.
Facebook: https://facebook.com/abc7news
--Like our page for buzzy stories, breaking news, and more.
Twitter: https://twitter.com/abc7newsBayArea
-- Follow us for breaking news as it happens.
Instagram: https://www.instagram.com/abc7newsbayarea/
-- Tag your photos and videos #abc7now and you might be featured on our social media pages, website, app or TV.
 
Don’t forget to subscribe to our channel -- thanks for stopping by!",0,null,[],[],null,5,0,2018-12-03T22:11:41.000Z,null,null,null,true,[],"[""abc"",""abc7 news"",""humpback whales"",""kayaker has close encounter with whales"",""whales"",""whales in norway""]",null,Kayaker has close encounter with humpback whales,null,https://youtu.be/pCrG0uk4AXc,,pCrG0uk4AXc,459,true
bxx8qSRbMrQ,UCRAxVOVt3sasdcxW343eg_A,null,"I have been waiting all year for humpback whales as they migrate from Mexico to Alaska during summer months.  The last 3 days was the hottest weather here in Northern California, which caused many school of fish to move closer towards the coast.  Humpback whales tend to follow their meals and I spotted hundreds of humpback whales about a mile off the coast.  I really love these whales, they are so huge and lovely creatures.

I used my Mavic 2 Pro.   It is actually REALLY HARD to take shots of these humpback whales as the waters here in Northern California are very muddy and the whales will disappear completely once they go under water.  This is about 6-8 hours of flying trying to catch them when on the surface so please hit the thumbs up as it was a LOT of flying, thanks!

All the shots are off coast of Pacifica, California where I live, if you want to capture some whale shots, fly towards the ocean about a mile out when the weather is warm.    When weather is cold, the humpback whales won't be easy to spot as they will be further in the ocean.

How big are these humpback whales?  See 5:22, which shows a seal next to a humpback whale swimming thru.  They are about the size of a school bus yes. 

#humpbackwhales #whales #mavic2pro

Check out all my whale videos here:
https://www.youtube.com/results?search_query=humpback+whales+max+lee



Need a good deal on an Android smartphone?   Check my eBay deals page here that I recommend for lowest prices/best seller recommendations:
https://highonandroid.com/android-deals/

Want to receive notifications on new videos?

Make sure to subscribe and make sure you notification bell is turned ON!
------------------------------------------
Join our NEW #HighOnAndroid Forum:
https://forum.highonandroid.com

Follow me on my social accts:
http://twitter.com/zedomax
http://instagram.com/reallyhighonandroid
https://plus.google.com/+MaxLee
https://www.facebook.com/howtoblog


Stay #HighOnAndroid T-shirts here:
https://teespring.com/highonandroid


YouTube Audio Credits: 
Rage, Take It Easy",2,null,[],[],null,118,0,2019-06-11T23:44:12.000Z,null,null,null,true,[],"[""max lee"",""humpback whales"",""mavic 2 pro"",""mavic pro"",""whale watching"",""drone footage"",""dji mavic pro"",""dji mavic"",""4k"",""video"",""humpback whales 4k"",""california"",""pacifica"",""daly city"",""northern california""]",null,Humpback Whale Season is Here in California! [Mavic 2 Pro],null,https://youtu.be/bxx8qSRbMrQ,US,bxx8qSRbMrQ,1668,true
9o10PdInHUY,,null,"On each of our whale watching tours in Trinity, Newfoundland we're bound to see these beautiful creatures exploring the waters of Newfoundland. 

Be sure to like and subscribe to my channel to for more Whale Watching and Iceberg footage from Trinity, Newfoundland, and Labrador!

Check out our website and social media channels for more great Whale Watching and Iceberg videos, pictures, and more from Trinity Eco- Tours!

http://trinityecotours.com/
https://www.facebook.com/TrinityEcoTours/
https://www.instagram.com/trinityecotours/?hl=en",0,null,[],[],null,3,0,2017-03-22T13:36:52.000Z,null,null,null,true,[],[],null,Newfoundland Whale Watching Tours: Humpback Whales Up Close!,null,https://youtu.be/9o10PdInHUY,,9o10PdInHUY,695,true
J0QxdiY8hR8,,null,"Swimming with humpback whales in Vava'u, Tonga with Nadia Aly
September 2018",0,null,[],[],null,6,0,2018-10-01T10:44:34.000Z,null,null,null,true,[],"[""whales"",""humpback whales"",""whale swim"",""swim with whales"",""swim with humpbacks"",""swim with humpback whales"",""tonga"",""vavau"",""vava'u tonga"",""vava'u"",""heat run"",""baby whale"",""whale calf"",""scuba diver life"",""humpback swims"",""gopro"",""travel vlog"",""nadia aly""]",null,Swimming with Humpback Whales in Tonga!,null,https://youtu.be/J0QxdiY8hR8,,J0QxdiY8hR8,229,true
iakZ0seG1zg,,null,"This is a 4K close up shot of a whale mother and her 2 month old baby in the tropical warm waters around Tahiti. This short clip is scored with original sound of a male humpback whale singing and an acustic meditation by audionautix. More and longer clips are on the way. I hope you enjoy this short sample. Author: http://audionautix.com/
License: http://creativecommons.org/licenses/b...

Facebook: https://www.facebook.com/freemusicyt
Twitter: https://twitter.com/freemusic_now
Shot with Sony Alpha 7Rll in
Easydive housing
https://www.easydive.it/en/",4,null,[],[],null,13,0,2016-10-02T03:36:21.000Z,null,null,null,true,[],"[""underwater"",""video"",""stock footage"",""sharks"",""dolphins"",""manta rays"",""scuba diving"",""diving"",""tauchen"",""freitauchen"",""freediving"",""oceans"",""whales"",""humpback whales"",""singing whales"",""meditation"",""whale songs"",""tahiti"",""polynesia"",""south pacific"",""4k video"",""4k stock footage"",""meditation videos"",""relax in water"",""relax""]",null,"Humpback whales in 4K, mother and baby",null,https://youtu.be/iakZ0seG1zg,,iakZ0seG1zg,2540,true
6qF3LYR9ryE,,null,"In  September, migratory humpback whales go to Tahiti to raise their young after traveling thousands of miles from the Antarctic Ocean. World champion freediver, Davide Carrera, has a rare interaction 40 meters deep with a calf and his mother. Thierry captures the incredible scene that becomes the most inspiring moment in his 30-year career as a filmmaker.

Subscribe: https://www.youtube.com/outsidetelevision

Find all the best adventure content right here on our YouTube channel and across all of our social media platforms:

Website: http://www.outsidetv.com/
Facebook: https://www.facebook.com/outsidetv/
Twitter: https://twitter.com/Outside_TV
Instagram: https://www.instagram.com/outsidetv/

For more information on how you can get Outside TV in your home be sure to visit our website: http://www.outsidetv.com/find

And download our FREE app: Outside TV Features - available everywhere! http://watch.outsidetv.com/

Have your own adventure video you want to share with the world? Submit it to Campfire for a chance to win awesome prizes every month! http://campfire.outsidetv.com",0,null,[],[],null,23,0,2018-05-15T18:06:17.000Z,null,null,null,true,[],"[""Outside Television"",""outside tv"",""outsidetelevision.com"",""OTV"",""outside"",""whale watching"",""humpback whales"",""whale (animal)"",""swim with whales"",""humpback whale"",""swimming with whales"",""davide carrera"",""tahiti whales"",""diving with whales"",""free dive with whales"",""freediver"",""freediving"",""humpback whales singing"",""humpback whales breaching"",""playing with whales"",""man playing with whale"",""whale diving"",""mom whale"",""baby whale"",""baby whale sounds"",""dive with baby whale"",""intense freedive"",""dangerous diving""]",null,Magical Diving Experience With Humpback Whales | Pushing the Limits,null,https://youtu.be/6qF3LYR9ryE,,6qF3LYR9ryE,1003,true
rcNXZQ7KcLc,,null,"The body of a dead juvenile humpback whale washed ashore in Turnagain Arm just past Girdwood along the Seward Highway on Monday. Scientists say the whale may have followed fish or beluga whales into the arm and wasn’t able to turn back. The whale beached close to the Seward Highway, so the animal won’t go to waste and its blubber will be used by members of various Alaska Native groups. The location also enables biologists access for collecting tissue and organ samples.",1,null,[],[],null,2,,2019-05-03T00:15:58.000Z,null,null,null,false,[],"[""alaska"",""anchorage"",""whales"",""humpback"",""whale""]",null,Scientists conduct research on dead humpback whale along Turnagain Arm,null,https://youtu.be/rcNXZQ7KcLc,,rcNXZQ7KcLc,257,0
Zt8TP0UvCMU,,null,"Eye-popping footage of a recent rare close encounter with a humpback whale off the coast of BC's spectacular Great Bear Rainforest. Whales like this one and many other coastal species are at grave risk from Enbridge's proposed pipeline to pump oil from the Tar Sands across BC and into supertankers in Kitimat, before plying some of the world's most treacherous waters en route to Asia.  This awesome creature approached a boat carrying among others filmmaker Damien Gillis, and proceeded to interact playfully with the crew for 45 minutes!  Watch highlights of this amazing and unique west coast experience - caught on camera.",1,null,[],[],null,65,0,2010-08-16T06:24:19.000Z,null,null,null,true,[],"[""humpback"",""whale"",""close"",""encounter"",""bc"",""british"",""columbia"",""canada"",""coast"",""great"",""bear"",""rainforest"",""oil"",""tar"",""sands"",""alberta"",""supertanker"",""bitumen"",""condensate"",""environment"",""ecology"",""ecological"",""fish"",""wildlife"",""nature"",""supernatural"",""enbridge"",""northern"",""gateway"",""hartley"",""bay"",""squallie"",""channel"",""damien"",""gillis"",""kitimat""]",null,Close Encounter with a Humpback Whale,null,https://youtu.be/Zt8TP0UvCMU,,Zt8TP0UvCMU,19433,true
SZviMOKsb2A,,null,Staten Island fisherman Jerry Albano shot this video of a humpback whale off of the coast of Staten Island.,0,null,[],[],null,5,,2016-11-20T15:43:09.000Z,null,null,null,false,[],"[""whale"",""humpback whale"",""auth-szaffara-auth"",""humpback whale staten island"",""humpback whale new york city"",""urban wildlife"",""whale off of nyc"",""whales off of new york city"",""staten island""]",null,Humpback whale spotted off the coast of Staten Island,null,https://youtu.be/SZviMOKsb2A,,SZviMOKsb2A,9974,0
_aE3vo8phc4,,null,"A massive humpback whale was caught in a buoy line off the coast of California. An eel fisherman was captured on video jumping on the whales back to rescue it. 'That one rope was still holding him down to the ocean floor, and the whole time he was swimming in very tight counter-clockwise circles because all that rope was still attached to the bottom of the ocean,' one of the crew members said. At one point, the whale kicked his tail, nearly smashing into the boat. 'That one rope was still holding him down to the ocean floor, and the whole time he was swimming in very tight counter-clockwise circles because all that rope was still attached to the bottom of the ocean,' Nicholas said.

Original Article: http://www.dailymail.co.uk/news/article-6340515/Hero-fisherman-leaps-massive-humpback-whale-cut-free.html
Original Video: http://www.dailymail.co.uk/video/news/video-1794472/Video-Man-saves-giant-humpback-whale-3-hour-rescue-mission.html

Daily Mail Facebook: http://facebook.com/dailymail
Daily Mail IG: http://instagram.com/dailymail
Daily Mail Snap: https://www.snapchat.com/discover/Daily-Mail/8392137033
Daily Mail Twitter: http://twitter.com/MailOnline
Daily Mail Pinterest: http://pinterest.co.uk/dailymail
Daily Mail Google+: https://plus.google.com/+DailyMail

Get the free Daily Mail mobile app: http://dailymail.co.uk/mobile",0,null,[],[],null,25,0,2018-11-03T18:00:02.000Z,null,null,null,true,[],"[""man"",""humpback whale"",""3-hour rescue mission"",""humpback whale sounds"",""humpback whale breaching"",""humpback whales feeding"",""humpback whale saves diver"",""humpback whale documentary"",""humpback whale rescue"",""humpback whale rescue video"",""humpback whale rescued in san francisco bay"",""whale"",""whale rescue"",""rescue""]",null,Man saves giant humpback whale during 3-hour rescue mission,null,https://youtu.be/_aE3vo8phc4,,_aE3vo8phc4,3603,true
yq9U-s3teSI,,null,Imagine our surprise when two humpback whales joined us for breakfast this morning!,14,null,[],[],null,583,0,2018-08-04T20:30:44.000Z,null,null,null,true,[],[],null,Humpbacks having breakfast at Great Bear Lodge,null,https://youtu.be/yq9U-s3teSI,,yq9U-s3teSI,1533942,true
QvmWwWOLO2o,UCF4LEacx9sDvAbEJnlaJfKQ,null,"A humpback whale that has been circling the waters near Alameda for a week appears to be unhealthy, a Marine Mammal Center spokesman said Monday. (6/3/19)",2,null,[],[],null,12,0,2019-06-03T20:48:54.000Z,null,null,null,true,[],"[""whale"",""humpback"",""San Francisco Bay"",""sick whale"",""Alameda"",""animals""]",null,Raw Video: Sick Humpback Whale In San Francsico Bay,null,https://youtu.be/QvmWwWOLO2o,0,QvmWwWOLO2o,883,true
MkJ7PMS-fiA,,null,"Humpback whales, sometimes called ""gentle giants,"" migrate to a coral reef 90 miles north of the coast of the Dominican Republic every year to mate and then give birth to their calves the following year. We had the pleasure of going with Captain Tom Conlin through his company www.aquaticadventures.com to be in the water with these magnificent creatures in the wild. Fortunately, due to a decrease in whaling, the Humpback population has increased to the point that it is no longer on the endangered species list. What a treasure they are on this planet!",0,null,[],[],null,5,0,2019-03-03T00:21:22.000Z,null,null,null,true,[],"[""humpback whales"",""aquatic adventures"",""silver banks"",""Captain Tom Conlin""]",null,Swimming with Humpback Whales 2019 Medium 1,null,https://youtu.be/MkJ7PMS-fiA,,MkJ7PMS-fiA,108,true
MgmxDqoHiSY,,null,"Imagine getting up close to these giant, majestic animals as they migrate up and down Australia's east coast near the Sunshine Coast. Sunreef Mooloolaba takes you into the water with Humpback Whales for an experience and adventure you'll never forget!

The 2017 whale migration season is fast approaching so book your spot online today to avoid missing out! 

Book your tour here: https://www.experienceoz.com.au/en/sunshine-coast/swimming-with-whales/swim-with-whales

Footage courtesy of Sunreef Mooloolaba and Reflected Image PRoductions",0,null,[],[],null,2,0,2017-04-26T03:01:29.000Z,null,null,null,true,[],"[""whale"",""whales"",""humpback whales"",""humpback"",""humpback whale"",""swimming"",""swim"",""swimmer"",""snorkel"",""snorkelling"",""sunreef"",""mooloolaba"",""sunshine coast"",""sunreef mooloolaba"",""swim with humpback whales"",""humpback whales swimming"",""tour"",""whale watching"",""whale watching season"",""2017"",""whale watching 2017"",""whale watching season 2017"",""experience"",""experience oz"",""ocean"",""water"",""adventure"",""marine animals"",""aquatic""]",null,Swimming with Humpback Whales on the Sunshine Coast - Sunreef Mooloolaba | Experience Oz,null,https://youtu.be/MgmxDqoHiSY,,MgmxDqoHiSY,994,true
